ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",URL,_was_shipping_method,_was_shipping_method_conditions,_priority,_dp_original,slide_template,_vc_post_settings,category_sticky_post,sbg_selected_sidebar,sbg_selected_sidebar_replacement,_um_custom_access_settings,_um_accessible,_um_access_redirect2,_um_access_roles,_um_access_redirect,yst_prominent_words_version,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
18545,"zone4 (Республика Крым)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-respublika-krym/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Республика Крым, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:20:""RU_Респ Крым"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:22:""Симферополь"";}}}",1,3103,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-respublika-krym,,,0,0,0,open,open,2016-03-18
18546,"zone3 (Тольятти)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-tolyatti/,,,,,,,"a:6:{s:14:""shipping_title"";s:39:""Самарская обл, Россия"";s:13:""shipping_cost"";s:3:""700"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Самарская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:16:""Тольятти"";}}}",1,3116,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-tolyatti,,,0,0,0,open,open,2016-03-18
18547,"zone3 (Самарская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-samarskaya-obl-rossiya-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:39:""Самарская обл, Россия"";s:13:""shipping_cost"";s:4:""1050"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Самарская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Тольятти"";}}}",1,3117,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-samarskaya-obl-rossiya-2,,,0,0,0,open,open,2016-03-18
18548,"zone3 (Ульяновск)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-ulyanovsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Ульяновская обл, Россия"";s:13:""shipping_cost"";s:3:""700"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Ульяновская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Ульяновск"";}}}",1,3120,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-ulyanovsk,,,0,0,0,open,open,2016-03-18
18549,"zone3 (Ульяновская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-ulyanovskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Ульяновская обл, Россия"";s:13:""shipping_cost"";s:4:""1050"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Ульяновская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Ульяновск"";}}}",1,3121,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-ulyanovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18550,"zone3 (Череповец)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-cherepovets/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Вологодская обл, Россия"";s:13:""shipping_cost"";s:3:""700"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Вологодская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""Череповец"";}}}",1,3122,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-cherepovets,,,0,0,0,open,open,2016-03-18
18551,"zone3 (Вологодская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone3-vologodskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Вологодская обл, Россия"";s:13:""shipping_cost"";s:4:""1050"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Вологодская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Череповец"";}}}",1,3123,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone3-vologodskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18552,"zone5 (Архангельск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-arhangelsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Архангельская обл, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Архангельская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""Архангельск"";}}}",1,3124,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-arhangelsk,,,0,0,0,open,open,2016-03-18
18553,"zone5 (Архангельская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-arhangelskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Архангельская обл, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Архангельская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:22:""Архангельск"";}}}",1,3125,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-arhangelskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18554,"zone5 (Магнитогорск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-magnitogorsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Челябинская обл, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Челябинская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:24:""Магнитогорск"";}}}",1,3126,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-magnitogorsk,,,0,0,0,open,open,2016-03-18
18555,"zone5 (Челябинская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-chelyabinskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Челябинская обл, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Челябинская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:24:""Магнитогорск"";}}}",1,3127,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-chelyabinskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18556,"zone5 (Майкоп)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-majkop/,,,,,,,"a:6:{s:14:""shipping_title"";s:35:""Респ Адыгея, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:24:""RU_Респ Адыгея"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Майкоп"";}}}",1,3128,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-majkop,,,0,0,0,open,open,2016-03-18
18557,"zone5 (Респ Адыгея, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-resp-adygeya-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:35:""Респ Адыгея, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:24:""RU_Респ Адыгея"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Майкоп"";}}}",1,3129,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-resp-adygeya-rossiya,,,0,0,0,open,open,2016-03-18
18558,"zone5 (Минеральные Воды)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-mineralnye-vody/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Ставропольский край, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Ставропольский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:31:""Минеральные Воды"";}}}",1,3130,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-mineralnye-vody,,,0,0,0,open,open,2016-03-18
18559,"zone5 (Ставропольский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-stavropolskij-kraj-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Ставропольский край, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:4:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Ставропольский край"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:31:""Минеральные Воды"";}i:254427447;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Пятигорск"";}}}",1,3131,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,,,,,,,,,publish,312,zone5-stavropolskij-kraj-rossiya,,,0,0,0,open,open,2016-09-29
18560,"zone5 (Мурманск)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-murmansk/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Мурманская обл, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Мурманская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:16:""Мурманск"";}}}",1,3132,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-murmansk,,,0,0,0,open,open,2016-03-18
18561,"zone5 (Мурманская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-murmanskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Мурманская обл, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Мурманская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Мурманск"";}}}",1,3133,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-murmanskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18562,"zone5 (Нальчик)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-nalchik/,,,,,,,"a:6:{s:14:""shipping_title"";s:62:""Кабардино-Балкарская Респ, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:51:""RU_Кабардино-Балкарская Респ"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:14:""Нальчик"";}}}",1,3134,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-nalchik,,,0,0,0,open,open,2016-03-18
18563,"zone5 (Кабардино-Балкарская Респ, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-kabardino-balkarskaya-resp-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:62:""Кабардино-Балкарская Респ, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:51:""RU_Кабардино-Балкарская Респ"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:14:""Нальчик"";}}}",1,3135,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-kabardino-balkarskaya-resp-rossiya,,,0,0,0,open,open,2016-03-18
18564,"zone4 (Пермь)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-perm-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:39:""Пермский край, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Пермский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:10:""Пермь"";}}}",1,3118,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-perm-2,,,0,0,0,open,open,2016-03-18
18565,"zone4 (Пермский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-permskij-kraj-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:39:""Пермский край, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:28:""RU_Пермский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:10:""Пермь"";}}}",1,3119,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-permskij-kraj-2,,,0,0,0,open,open,2016-03-18
18566,"zone5 (Нижний Тагил)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-nizhnij-tagil/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Свердловская обл, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Свердловская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:23:""Нижний Тагил"";}}}",1,3136,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-nizhnij-tagil,,,0,0,0,open,open,2016-03-18
18567,"zone5 (Свердловская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-sverdlovskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Свердловская обл, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Свердловская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:23:""Нижний Тагил"";}}}",1,3137,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-sverdlovskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18568,"zone5 (Оренбург)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-orenburg/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Оренбургская обл, Россия"";s:13:""shipping_cost"";s:3:""780"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Оренбургская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:16:""Оренбург"";}}}",1,3140,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-orenburg,,,0,0,0,open,open,2016-03-18
18569,"zone5 (Оренбургская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone5-orenburgskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:45:""Оренбургская обл, Россия"";s:13:""shipping_cost"";s:4:""1170"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:34:""RU_Оренбургская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Оренбург"";}}}",1,3141,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone5-orenburgskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
